created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,"Sentiment (1 serious, 0 joking, -1 unsure)",tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name.1,user_statuses_count,user_time_zone,user_urls,user_verified
Tue Apr 14 17:46:22 +0000 2020,,,,0,1250118210147495938,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","i’m tryna figure out who df still doin nails, cus on God i’m still gettin my shit done for my bday. corona or not idgaf.😂",0,https://twitter.com/luhaiti/status/1250118210147495938,Sat Sep 27 18:49:21 +0000 2014,luhaiti,FALSE,,60771,1916,444,8,,kay.,luhaiti,45029,,,FALSE
Fri Apr 03 15:49:25 +0000 2020,,,,1,1246102512899362817,,,,en,,,3,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Several Anil Mussarat's got Subsidy today. 

Thank You CORONA.",0,https://twitter.com/FayzanAbro/status/1246102512899362817,Thu Dec 29 14:01:29 +0000 2011,FayzanAbro,FALSE,"|Darwaish| |Real| The ballot is stronger than bullet #Bhuttoist
here to voice against Extreme left and Extreme Right.",53009,2918,865,26,سندھ,Faizan Razzaque,FayzanAbro,54690,,,FALSE
Thu Mar 26 20:09:26 +0000 2020,,,,6,1243268844501770242,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Working from home and I watched a video about a mom who has to home school her kids because of the corona virus. About how she has 4 sons and they all have different subjects and how impossible it all is then they start having sex and its porn I'm watching a lot of porn at work,0,https://twitter.com/dalecheesman4/status/1243268844501770242,Tue Jan 31 02:07:27 +0000 2012,dalecheesman4,FALSE,"Cause I'm one step closer to the bread, and I'm about to bake",6074,1857,706,21,H,"Dale ""tryin' his best"" Cheesman",dalecheesman4,3681,,,FALSE
Tue Apr 07 00:22:28 +0000 2020,,,,0,1247318791056318464,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mom, to her friend playing online: thats right! w/ chocolate cake and corona
me, panicking: THE BEER!!! CORONA THE BEER!!! THE BEER CORONA!!!!!",0,https://twitter.com/gal_ass_y/status/1247318791056318464,Tue Sep 24 00:39:19 +0000 2019,gal_ass_y,FALSE,local dumbass who is a tad bit too obsessed with galaxies and crying but can do stitch impression,1700,28,43,1,she/her 🍓| -18,alex is in class but will give u attention,gal_ass_y,1653,,https://curiouscat.me/gal_ass_y_al,FALSE
Sun Mar 22 15:47:10 +0000 2020,,,,22,1241753293262655491,,,,en,,,3,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jürgen Klopp: “If you think corona virus is bad, please look at the earthquake in Zagreb”",0,https://twitter.com/CroatianNews/status/1241753293262655491,Sat Feb 28 13:31:27 +0000 2015,CroatianNews,FALSE,,486,2906,4960,15,,CroatianFootballNews,CroatianNews,5926,,,FALSE
Fri Apr 10 14:02:00 +0000 2020,Corona COVID19,,,8,1248612196235358208,,,,en,,,9,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bala saheb Thackeray tried to play The Godfather Of Bollywood but didn’t work, his son is completing the remaining tasks.. one wakes up every morning to the ‘best CM ever’ type tweets by Bollywood about Uddhav :) quite hilarious to read and watch. #Corona #COVID19",0,https://twitter.com/ask0704/status/1248612196235358208,Sun Jun 28 20:46:00 +0000 2009,ask0704,FALSE,"Co-Founder: https://t.co/0QX0oGNEng,Civil eng, Foodie,Traveler. love politics, cricket, movies, music. Columnist; RTs not endorsements. Views here are personal",10075,9157,484,93,Houston / Sugarland,Aadit Kapadia આદિત કાપડિયા,ask0704,91272,,http://www.myind.net/,FALSE
Sat Apr 11 10:47:59 +0000 2020,,,,1,1248925760175460352,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tfw when you're looking for older manga that isn't in stock anymore but you can't buy it from second hand stores because the Corona is running wild and you either can't send/receive international packages, it's slow as heck or by the time you buy it they might not send/accept it.",0,https://twitter.com/brosef9622/status/1248925760175460352,Sat Dec 27 16:32:09 +0000 2014,brosef9622,FALSE,"24 M, Loves collecting figures, dakis, doujins and other merch. Attempting to be better at living.",48466,55,810,3,Sverige,Sir Brosef,brosef9622,2715,,https://myfigurecollection.net/profile/Icyyou,FALSE
Mon Mar 23 07:54:40 +0000 2020,,,,0,1241996773041803264,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",from 139 positive tests of corona yesterday it jumped to 180 cases people are genuinely stupid like sit home you asshat and try to save lives,1,https://twitter.com/wasabilarents/status/1241996773041803264,Mon Jun 18 16:40:00 +0000 2012,wasabilarents,FALSE,#LOUIS: love is only for the brave ً,12687,11671,277,120,,liva,wasabilarents,220112,,,FALSE
Fri Apr 17 13:37:06 +0000 2020,SendUsBackHome,,,0,1251142646694686737,,,,en,"Kota, India",,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#SendUsBackHome sir in kota Corona patient is increasing so please make some arrangements I argue central ,Bihar and Rajasthan government for it please  sir...",1,https://twitter.com/VikashK14113546/status/1251142646694686737,Mon Mar 09 12:29:30 +0000 2020,VikashK14113546,FALSE,i am just asimple boy who can do anything,3,0,57,0,,Vikash Kumar,VikashK14113546,5,,,FALSE
Fri Mar 27 13:25:08 +0000 2020,,,,1,1243529487960035329,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Time will come, karma for whoever made that Corona virus shitss",0,https://twitter.com/cyniljean/status/1243529487960035329,Thu Nov 08 13:56:53 +0000 2018,cyniljean,FALSE,In great despair.,580,136,160,0,"Cebu City, Central Visayas",Cycyyy,cyniljean,812,,https://m.facebook.com/story.php?story_fbid=603656076704208&substory_index=1&id=100011794623408,FALSE
Fri Mar 20 14:20:11 +0000 2020,CoronaCrisis Covid_19 CoronaVirusUpdate EvdeHayatVar evdekalülkenikoru,,,2,1241006628494770180,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","As Nature is interconnected so as we can become. In that sense, corona virus is an unprecedented opportunity for growth.#CoronaCrisis #Covid_19 #CoronaVirusUpdate #EvdeHayatVar #evdekalülkenikoru",1,https://twitter.com/hakanozmen74/status/1241006628494770180,Thu Jun 07 08:12:33 +0000 2018,hakanozmen74,FALSE,"Metallurgy and Materials Engineer, MBA
Sourcing and Procurement Coordinator
Dad and a citizen who wishes for all of us to be as one family :)",3521,88,261,1,,Hakan Ozmen,hakanozmen74,1134,,https://www.instagram.com/truth_and_happiness/,FALSE
Sat Apr 11 11:47:52 +0000 2020,gingertemper corona,,,0,1248940828741025793,,,,en,,,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Here’s something about me,
I’m very family oriented, I’ll never say my life is perfect but in mess and dysfunction is beauty. Touch my three older brothers and you’ll be talking with me. Dare touch my mom you’ll be not really just talking with me anymore. #gingertemper #corona",1,https://twitter.com/Lily74225038/status/1248940828741025793,Sat Apr 11 04:45:07 +0000 2020,Lily74225038,FALSE,"Ginger, antisocial, ♊️♋️cusp, infj,16",32,2,69,0,"Manlius, NY",Lily,Lily74225038,20,,,FALSE
Sun Mar 22 22:00:08 +0000 2020,,,,0,1241847152130826241,,,,en,Jamaica,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Its a corona virus moment!,0,https://twitter.com/therealparry/status/1241847152130826241,Sun Sep 14 23:22:44 +0000 2014,therealparry,FALSE,Founder and Chairman of PLT-Internationalgroup 🌍 Salesman 👨‍💼 & Inventor 🔬 -IsNeverDiscouraged- Email📨: Anthonyd@pltinternationalgroup.com,147,75,404,1,Kingston 8,Anthony Parry Douglas,therealparry,385,,http://www.pltinternationalgroup.com,FALSE
Sat Apr 04 08:17:16 +0000 2020,,,,5,1246351114850537472,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",corona has made me far from him 😞,1,https://twitter.com/Najwa68468938/status/1246351114850537472,Mon Aug 19 06:36:16 +0000 2019,Najwa68468938,FALSE,𝓙𝓾𝓼𝓽 𝓫𝓮𝓬𝓪𝓾𝓼𝓮 𝔂𝓸𝓾𝓻 𝓹𝓪𝓼𝓽 𝓱𝓪𝓼 𝓫𝓮𝓮𝓷 𝓭𝓪𝓶𝓪𝓰𝓮𝓭 𝓭𝓸𝓮𝓼𝓷'𝓽 𝓶𝓮𝓪𝓷 𝔂𝓸𝓾𝓻 𝓯𝓾𝓽𝓾𝓻𝓮 𝓱𝓪𝓼 𝓽𝓸 𝓫𝓮 𝔀𝓸𝓻𝓽𝓱𝓵𝓮𝓼𝓼 🥀,188,29,23,0,mana boleh bagitau🤫,𝓕𝓪𝓽𝓲𝓷 𝓷𝓪𝓳𝔀𝓪🦋,Najwa68468938,10,,,FALSE
Fri Apr 17 17:19:32 +0000 2020,,,,2,1251198622462554112,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","China had treated it's Corona patients with TCM traditional Chinese medicine and release d a research paper on it in last week of march,,, didn't GOI know that,,,if yes why not yet gave a chance to other pathies,,,why???",1,https://twitter.com/Diipaysh2/status/1251198622462554112,Fri Feb 28 15:42:57 +0000 2020,Diipaysh2,TRUE,,2031,45,71,0,,Diipaysh,Diipaysh2,1116,,,FALSE
Fri Apr 17 07:27:13 +0000 2020,,,,2,1251049563017838594,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",finna be another era of baby boomers when this corona shit over with 😭,0,https://twitter.com/plaaygirllee/status/1251049563017838594,Mon Jul 01 06:00:10 +0000 2019,plaaygirllee,FALSE,17 🦋 . #ggc24 🥰,2250,142,293,0,somewhere in astroworld,$$ . aaliyah,plaaygirllee,784,,,FALSE
Sat Mar 21 15:47:26 +0000 2020,coronavirusindia CoronavirusOutbreakindia coronavirusinindia CoronaKoDhona CoronaCrisis,,,0,1241390972103036928,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",One positive of corona is that it has united India #coronavirusindia #CoronavirusOutbreakindia #coronavirusinindia #CoronaKoDhona #CoronaCrisis,1,https://twitter.com/Dieselpope1/status/1241390972103036928,Sun Jun 18 16:30:23 +0000 2017,Dieselpope1,FALSE,Bunta❤,6938,146,273,0,,Rohan Shetty,Dieselpope1,5356,,,FALSE
Tue Apr 07 22:15:42 +0000 2020,,,,0,1247649278186737669,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Corona need fi hurry and done now so these bored men can leave me alone. Cause mi nuh kno a who &amp; dem 🙄,0,https://twitter.com/z_hbic/status/1247649278186737669,Sun May 24 04:23:10 +0000 2009,z_hbic,FALSE,Just Say What Comes To Mind! World Is Viewed Zo's Way.....,621,355,313,1,Anywhere I choose!,✨Z✨,z_hbic,30049,,,FALSE
Wed Mar 25 09:09:11 +0000 2020,,,,8,1242740299685863425,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Well if you didn't know Kirstie Allsopp is a spoilt selfish rich bitch by now you might as well surrender to Corona because you'll not seeing that coming if it's tied to a fucking house brick when it hits ya.,0,https://twitter.com/DelicateDave/status/1242740299685863425,Mon Apr 18 18:58:51 +0000 2011,DelicateDave,FALSE,Friendly but not stupidly so. Opinionated but not fearfully so. My past flavours my present but won't poison my future. Loves dogs Hates cats. Grows things!,4987,777,56,3,"England, United Kingdom",Edna's Son #BDS,DelicateDave,30807,,https://delicatedave.com,FALSE
Mon Apr 06 22:00:06 +0000 2020,,,,11,1247282962808233984,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Whoever made corona ... DELETE IT NOW,0,https://twitter.com/taija85518340/status/1247282962808233984,Wed Aug 29 07:23:09 +0000 2018,taija85518340,FALSE,Phs •,376,102,58,0,"Pasco, WA",taija,taija85518340,70,,,FALSE
Sat Apr 04 13:27:01 +0000 2020,,,,0,1246429066422452226,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I wanna buy shit online but idk corona,0,https://twitter.com/amourcharlin/status/1246429066422452226,Sat Oct 19 15:01:36 +0000 2013,amourcharlin,FALSE,,75,25,264,0,,bluntsintheair🧚🏻‍♀️,amourcharlin,87,,,FALSE
Sun Mar 22 13:57:12 +0000 2020,KhameneiVirus,,,1,1241725618749923328,,,,en,,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","There is a virus more dangerous than Corona.
 #KhameneiVirus",1,https://twitter.com/Babak_Kasravi/status/1241725618749923328,Wed Nov 14 10:08:03 +0000 2018,Babak_Kasravi,FALSE,#برانداز,3002,364,302,0,,Babak Kasravi,Babak_Kasravi,2030,,,FALSE
Fri Apr 03 14:07:01 +0000 2020,,,,5,1246076745717080064,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Even pastors are waiting for corona virus to clear so they can continue healing the sick.,1,https://twitter.com/ify_nero/status/1246076745717080064,Wed Jan 22 10:52:08 +0000 2020,ify_nero,FALSE,"Big fan of Manchester United, a graphic designer and a goalkeeper",2202,1500,1542,0,"Republic of Benin, Cotonou",Ify_Nero,ify_nero,120,,,FALSE
Fri Apr 03 18:51:29 +0000 2020,,,,0,1246148331581198339,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",thank you wes anderson but corona you’re scum,1,https://twitter.com/chlmtshope/status/1246148331581198339,Fri Feb 15 17:43:17 +0000 2019,chlmtshope,FALSE,the sound of your wives and children weeping shall lull me to sleep at night,21638,113,96,0,00:00 (zero o’clock),léa,chlmtshope,6182,,,FALSE
Wed Apr 08 11:38:06 +0000 2020,lockdown corona,,,0,1247851206338162689,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","At the risk of sounding like a doomsday guy, I feel that that India will only lift this lockdown once we have an economic breakdown that leads to social unrest... I feel that this #lockdown treatment is worse than the #corona disease...",1,https://twitter.com/keithprabhu/status/1247851206338162689,Sat Aug 01 16:30:43 +0000 2009,keithprabhu,FALSE,"CloudSec, InfoSec, CyberSec, BCM, Libertarian, Human",31,79,103,13,Mumbai,Keith Prabhu | कीथ प्रभु,keithprabhu,233,,http://keithprabhu.wordpress.com,FALSE
Tue Apr 14 19:56:03 +0000 2020,,,,0,1250150847708889091,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",i’m tired of seeing “ reopen ____ “ we are on lockdown for a reason keep the corona to yourselves,1,https://twitter.com/sanemisb/status/1250150847708889091,Sat Dec 21 22:17:45 +0000 2019,sanemisb,FALSE,#GIYUU: just be depressed on main,1027,112,75,2,she/they + lbf,rt my 📌,sanemisb,1812,,,FALSE
Fri Apr 03 11:56:20 +0000 2020,,,,0,1246043856996642816,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tf they mean second wave of corona??? this shit ain’t cod zombies,0,https://twitter.com/xxJmeahxx/status/1246043856996642816,Sat May 17 18:04:46 +0000 2014,xxJmeahxx,FALSE,19 || sup,52666,148,300,4,NC,じめめ,xxJmeahxx,9498,,,FALSE
Fri Mar 20 22:48:10 +0000 2020,,,,1,1241134465172287491,,,,en,"Oklahoma City, OK",,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fuck the Corona virus. If you didn’t hear me in the back, FUCK THE CORONA VIRUS.",0,https://twitter.com/brandonsaddler/status/1241134465172287491,Wed Apr 01 13:03:29 +0000 2009,brandonsaddler,FALSE,"“Everyone is entitled to their own opinion, I just don’t agree with it.” - Erika Jayne",12338,188,188,6,In Bed,Brandon Saddler,brandonsaddler,17497,,,FALSE
Wed Apr 01 04:53:37 +0000 2020,,,,0,1245212701539930114,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My birthday tmr &amp; I can’t do shit. FUCK CORONA. if corona was a person, I would stomp on that hoe.",0,https://twitter.com/jumpgirlbabie/status/1245212701539930114,Tue Aug 23 02:59:44 +0000 2016,jumpgirlbabie,FALSE,Real 👸🏾 fix each other’s 👑. Shop @PeauParfaitOrganics on Instagram💛💜for perfect skin!,258,70,254,0,"Sunrise, FL",The Youngest Soap Dealer🧼!,jumpgirlbabie,912,,https://linktr.ee/PeauParfaitOrganics,FALSE
Sun Apr 05 22:25:58 +0000 2020,,,,0,1246927083437162501,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Can corona chill I can’t get promoted because of it,0,https://twitter.com/theewhitedevin/status/1246927083437162501,Mon Jun 03 12:47:16 +0000 2013,theewhitedevin,FALSE,I rarely use this app cause nobody taught me how to read,845,104,411,1,,Devrax,theewhitedevin,3414,,http://helenkellersimulator.org,FALSE
Fri Mar 20 03:00:26 +0000 2020,,,,0,1240835562925445120,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Inhale fumes from water that’s over 90 degrees if you believe you might have the Corona Virus.,1,https://twitter.com/rushthaviz/status/1240835562925445120,Sun Oct 20 19:44:40 +0000 2019,rushthaviz,FALSE,Hip-Hop Artist/Rapper🎙Music on All Platforms🎧 IG: rush_tha_visionary📸 TikTok: @rushthaviz,253,77,152,1,"San Diego, CA",Rush Tha Visionary,rushthaviz,521,,https://youtu.be/aUH-B7QUacw,FALSE
Fri Apr 03 22:18:26 +0000 2020,,,,4,1246200411582795781,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I told the work group chat that I can’t run outside because men drive up next to me and my male coworker said tell them you have corona and cough on them 😭,0,https://twitter.com/alesiavsworld/status/1246200411582795781,Thu Apr 28 23:32:06 +0000 2011,alesiavsworld,FALSE,graphic designer. black. 27. gay. always in the gym... IG:@alesiavsworld Cash:$alesiavsworld,140847,15940,990,383,NY & TN,⋆✩ 𝒽𝑒𝒶𝒹𝓎 𝓂𝑒𝓇𝒸𝓊𝓇𝓎 ✩⋆,alesiavsworld,215900,,https://www.inprnt.com/gallery/alesiafisherart/yikes,FALSE
Mon Apr 06 22:28:42 +0000 2020,WhiteHouseBriefing Corona CoronavirusUSA COVID19 Covid_19 COVIDー19,,,0,1247290162503127047,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#WhiteHouseBriefing  President states he has completed first half of physical. Doc says OK.  States that he would consider national ""stay at home"" order, only if needed. Prefers to leave it to governors. Constitutional reasons
#Corona #CoronavirusUSA #COVID19 #Covid_19 #COVIDー19",1,https://twitter.com/Watch4thelight/status/1247290162503127047,Sat Mar 14 15:42:21 +0000 2020,Watch4thelight,FALSE,Independent news and views on events.  It's brighter than you think.,7,10,32,0,,Watchforthelight.com,Watch4thelight,789,,http://watchforthelight.com,FALSE
Tue Apr 07 00:57:24 +0000 2020,,,,2,1247327584221831169,,,,en,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Telling Ed &amp; Randolph ima get them a box of corona for Christmas and they over here like make sure it’s a 48 pack like you little ungrateful whores,0,https://twitter.com/queen_Ninaa_/status/1247327584221831169,Fri Feb 24 02:54:18 +0000 2012,queen_Ninaa_,FALSE,#LLK 🗣👼🏽 #SIPNonnu🗣💘 #SIPNonna🗣💘 #SIPHOLMEZ🗣💘,22826,1273,885,3,NY,Ninaa  😈,queen_Ninaa_,72908,,https://youtu.be/UhTE66x6PdM,FALSE
Wed Apr 08 01:46:39 +0000 2020,,,,1,1247702365500817409,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Corona literally turned everything sweet to sour 🥴,0,https://twitter.com/Jessicap_g/status/1247702365500817409,Tue Jun 29 17:20:24 +0000 2010,Jessicap_g,FALSE,99.NJ.♎️,3385,183,110,0,,Jess✨,Jessicap_g,7152,,,FALSE
Wed Mar 25 17:13:24 +0000 2020,,,,1,1242862158188367873,,,,en,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LeBron was finna get nasty with y’all in the playoffs and corona took that away... that just don’t sit right with me 😂😂,0,https://twitter.com/1JCARMOUCHE/status/1242862158188367873,Mon Mar 11 05:03:42 +0000 2019,1JCARMOUCHE,FALSE,|| IG:1JCARMOUCHE / SC:JIMMYRI ||,11829,504,451,3,NOLA\\ATL,🦇,1JCARMOUCHE,35605,,https://twitch.tv/1jcarmouche,FALSE
Fri Apr 03 11:49:12 +0000 2020,,,,0,1246042062312615938,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Damn melly got corona,1,https://twitter.com/domog_fp/status/1246042062312615938,Fri Aug 06 06:22:31 +0000 2010,domog_fp,FALSE,God 1st • 23° #AllForTurtle Follow @freepeaceohio Squadron💪🏼• #TeamLeBron • Cavs 2016 NBA Champs!🏆 The Marathon Continues🥇,8345,1717,1625,8,With The Squad,Domo G🎤🏁,domog_fp,52361,,https://youtu.be/N2klWfx0unQ,FALSE
Thu Apr 16 16:25:18 +0000 2020,,,,2,1250822586717659139,,,,en,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I don’t trust these figures for corona,1,https://twitter.com/NationalistFurn/status/1250822586717659139,Mon Jul 01 16:50:17 +0000 2019,NationalistFurn,FALSE,,11892,2243,4724,0,,bigchuckproductions,NationalistFurn,25462,,,FALSE
Thu Apr 09 19:42:40 +0000 2020,,,,0,1248335540488896513,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",corona virus is so cringe,0,https://twitter.com/nickeIeye/status/1248335540488896513,Fri Jun 19 22:17:46 +0000 2015,nickeIeye,FALSE,19 | bastard man | currently having existential crisis,25420,18,115,0,yes,the guy with no brim,nickeIeye,991,,,FALSE
Tue Apr 07 17:29:24 +0000 2020,coronavirus Corona MAGA KAG USA America,,,4,1247577225739636737,,,,en,,,3,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",If we can survive EIGHT YEARS of Obama and Biden SURELY we can handle this puny VIRUS!!! #coronavirus #Corona #MAGA #KAG #USA #America,1,https://twitter.com/RebelEricGiese/status/1247577225739636737,Tue Sep 22 22:40:54 +0000 2009,RebelEricGiese,FALSE,"Dedicated #Patriot and Big #Trump supporter, love the #Constitution our forefathers wrote. #NRA #2A #1A #MAGA #BuildTheWall #KAG On Parler as RealEricGiese",1161,14207,14288,7,rural Nevada,RealEricG 🇺🇸,RebelEricGiese,6667,,,FALSE
Tue Mar 24 22:15:24 +0000 2020,,,,2,1242575771664896000,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Seeing all these couple quarantining together makes me want to catch Corona,0,https://twitter.com/TheChammo/status/1242575771664896000,Wed Jan 25 17:19:01 +0000 2012,TheChammo,FALSE,I don’t need a u ‘n’ I like I’m in Leicester skipping my lectures #MUFC,42143,1411,2008,16,"Worcester, UK",Chammo 💀,TheChammo,28635,,https://www.instagram.com/ch4mmo/,FALSE
Sun Mar 22 17:18:59 +0000 2020,,,,0,1241776398445862914,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Once this whole corona thing is over do you understand how amazing summer will be 😩,0,https://twitter.com/LeaCristena/status/1241776398445862914,Tue Dec 24 20:16:17 +0000 2019,LeaCristena,FALSE,Professional nap taker 🥴 🇯🇲 Insta : leacristena,2584,13,86,0,United Kingdom,Leaaa 🐉,LeaCristena,127,,,FALSE
Tue Apr 14 07:58:36 +0000 2020,,,,0,1249970297123622912,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",can corona leave already 🥺😭,0,https://twitter.com/michellemayer27/status/1249970297123622912,Wed Nov 04 14:20:36 +0000 2015,michellemayer27,FALSE,,5445,132,231,1,,michelle,michellemayer27,1211,,https://vsco.co/michellemayer,FALSE
Wed Mar 25 18:55:23 +0000 2020,,,,0,1242887824644419585,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",first corona death im my country aha ha,0,https://twitter.com/PPlPER/status/1242887824644419585,Sun Mar 26 14:27:05 +0000 2017,PPlPER,FALSE,i love my desire,24318,380,204,22,she/her,lisa,PPlPER,30669,,http://ppiper.carrd.co,FALSE
Sat Apr 18 03:29:24 +0000 2020,SaveEarth environment,,,1,1251352101319401474,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anthropogenic activity by human being is a reason behind this Unwanted Rain, (Corona)Pandemic, Rise in sea level . 
Time have arrived to think out of the box for the solutions and how to save our Earth. #SaveEarth #environment",1,https://twitter.com/thakurSurya_01/status/1251352101319401474,Fri Dec 13 09:14:22 +0000 2019,thakurSurya_01,FALSE,"I call him religious who understands the sufferings of others.

Ignorance is the curse of God; knowledge is the wing wherewith we fly to heaven.

 #INDIAN😎🇮🇳",1496,13,155,0,"Mirzapur-Vindhyachal, India",Suryansh Thakur,thakurSurya_01,177,,,FALSE
Fri Mar 20 20:34:37 +0000 2020,,,,0,1241100856038129664,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",So these corona cases grew by 300 in like a day? Oh fuck no,1,https://twitter.com/bella_tab/status/1241100856038129664,Fri Jul 25 15:51:33 +0000 2014,bella_tab,FALSE,🇨🇴  𝒥,40705,1136,1152,1,,bella,bella_tab,13007,,https://327clothing.com/discount/bellachi,FALSE
Tue Apr 14 06:39:30 +0000 2020,,,,0,1249950390545678336,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",the funny part about poor people in india is that they think they're immune of diseases like corona HA HA HA HA.,0,https://twitter.com/verymuchmee/status/1249950390545678336,Sun Feb 26 16:09:09 +0000 2017,verymuchmee,FALSE,shes a forest fire❤️,5737,151,261,0,,yeh chori badi drama queen hai,verymuchmee,3550,,,FALSE
Fri Mar 20 00:31:54 +0000 2020,,,,1,1240798183623733249,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Can you shut up with your corona already,0,https://twitter.com/trashsudon/status/1240798183623733249,Sat May 20 19:18:49 +0000 2017,trashsudon,FALSE,yeah I’m never dead serious,6343,8,19,0,vibe city bitch,kushas,trashsudon,170,,,FALSE
