,Unnamed: 0,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name.1,user_statuses_count,user_time_zone,user_urls,user_verified
139609,1786991,,Fri Apr 03 04:20:59 +0000 2020,,,,2,1245929266002292742,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Corona is such a dangerous and deadly disease. It is also easy to treat.stay  home stay home stay home,https://twitter.com/FarooqJohn3/status/1245929266002292742,Mon Mar 30 15:03:54 +0000 2020,FarooqJohn3,False,civil engineer,1.0,7.0,30.0,0.0,"Gurez, Jammu And Kashmir",Farooq John,FarooqJohn3,7.0,,,False
250109,3359869,,Mon Apr 13 12:47:50 +0000 2020,,,,1,1249680693992587266,,,,en,"Surat, India",,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Please provide list of Corona positive case  with area for Surat.,https://twitter.com/SandeshRawal84/status/1249680693992587266,Thu Sep 28 18:05:46 +0000 2017,SandeshRawal84,True,Indian for all Indians.,56.0,1.0,71.0,0.0,"Surat, India",Sandesh Rawal,SandeshRawal84,115.0,,,False
273932,3700234,,Thu Apr 16 15:15:06 +0000 2020,,,,31,1250804920699088897,,,,en,,,11.0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I am really getting tired of every RARE time I turn on the TV they display CORONA DEATHS count boxes like this is some kind of SPORTS EVENT.

Can we also have a COUNT OF RECOVERIES and perhaps even a measure of what is NORMAL FLU DEATHS by this time each year.. thanks MSM.

qp",https://twitter.com/JamesQPatriot1/status/1250804920699088897,Tue Feb 04 09:16:23 +0000 2020,JamesQPatriot1,False,"USE WISDOM, BE LOVE and THINK FOR YOURSELF
(Followed by @catturd2 and many other FANTASTIC PATRIOTS...thank you!)
#Q #QAnon #WWG1WGA #GodWins #TRUMP2Q2Q",9019.0,4086.0,5001.0,1.0,"Antifaville, Oregon",James Q Patriot,JamesQPatriot1,8279.0,,https://qpatriot.blogspot.com/,False
84757,1313339,,Fri Mar 27 17:32:00 +0000 2020,LockdownWithoutPlan CoronavirusOutbreak coronavirus RRRMovie FridayMotivation COVID Corona StarTrekPicard CoronaLockdown HappyBirthdayRoyalRamCharan CoronaVirusUpdate SANDFDeployment FridayVibes,,,1,1243591613651312640,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","It's not money I'm after,
It's the freedom to live on my own terms.
#LockdownWithoutPlan #CoronavirusOutbreak #coronavirus #RRRMovie #FridayMotivation #COVID #Corona #StarTrekPicard #CoronaLockdown #HappyBirthdayRoyalRamCharan #CoronaVirusUpdate #SANDFDeployment #FridayVibes",https://twitter.com/sanjayb1995/status/1243591613651312640,Tue Mar 23 12:33:04 +0000 2010,sanjayb1995,False,"Leading with no Title.
I'm a engineer.
Entrepreneur.",12.0,40.0,11.0,0.0,"Mysore, India",Sanjay,sanjayb1995,191.0,,,False
136890,1753558,,Thu Apr 02 22:01:18 +0000 2020,,,,3,1245833715789508608,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","However much our economy loses in GDP due to Corona, we should remove from our debt to China.",https://twitter.com/SonofHas/status/1245833715789508608,Wed Jan 01 20:07:13 +0000 2020,SonofHas,False,"Proud Irish-Catholic, fourth Hasson bro with the second-best beard. in the past had bylines in @CampusReform and @DailyCaller",5761.0,205.0,171.0,0.0,,John Hasson,SonofHas,338.0,,,False
204521,2688062,,Wed Apr 08 15:25:54 +0000 2020,JesusIsTheAnswerToday,,,3,1247908534991360000,,,,en,,,2.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Precious people the earth is no longer habitable. There is anxiety, terror of death,  fear of being infected with Corona virus, but with all these,  there is hope as #JesusIsTheAnswerToday
Run to Him for He has solution to all  that we are going through.",https://twitter.com/MaryPriscilla5/status/1247908534991360000,Sun Apr 15 21:28:28 +0000 2018,MaryPriscilla5,False,JESUS IS COMING.  BE READY.,106760.0,17315.0,17393.0,2.0,.,Mary Priscilla,MaryPriscilla5,4177.0,,,False
92504,1427423,,Sat Mar 28 09:52:57 +0000 2020,,,,0,1243838479160741889,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",it’s blowing me that i only had 2 classes left to graduate.. but they have to be taken on campus🤦🏽‍♀️ corona shit gtg i need to finish school 😕,https://twitter.com/ArrianaCierra/status/1243838479160741889,Fri Jul 12 06:32:29 +0000 2013,ArrianaCierra,False,sc👻Arrikardash,5489.0,1085.0,548.0,3.0,,02.20💓07.12💓👼🏽,ArrianaCierra,10725.0,,,False
192311,2515943,,Tue Apr 07 15:41:18 +0000 2020,,,,12,1247550025049288706,,,,en,,,6.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Corona could be around you ,but not touch you! That’s how powerful God is!! 🙌🏾",https://twitter.com/Jayy_wealth/status/1247550025049288706,Mon Aug 13 19:35:28 +0000 2018,Jayy_wealth,False,SUBSCRIBE TO MY YOUTUBE CHANNEL⤵️❤️💪🏾,64604.0,14078.0,14008.0,3.0,Jamaica,JayJ. 🦋,Jayy_wealth,10064.0,,https://www.youtube.com/channel/UCpukEOQbOvSHrBYAme3P7hA,False
192500,2518315,,Tue Apr 07 07:30:19 +0000 2020,,,,232,1247426462321217536,,,,en,,,61.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Leftists in the UK are actually hoping that Prime Minister Boris Johnson, doesn't recover from the Chinese Corona Virus. 

This is more proof that the most deadly virus on the planet,  is radical liberalism .",https://twitter.com/hrtablaze/status/1247426462321217536,Sun Oct 21 22:20:59 +0000 2012,hrtablaze,False,"Sarcasm is my First Language.  Right wing AF ! 
#MAGA #LatinosWithTrump #RaiderNation",105458.0,103887.0,2516.0,587.0,"Mao Zedong City , Ca ",OakTown ☢ Unfiltered,hrtablaze,65113.0,,https://youtu.be/M3g0TVBQ8JU,False
83415,1296302,,Fri Mar 27 11:25:18 +0000 2020,,,,1,1243499333779181568,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Some person added me after a dbd game and said in Italian hi my name is Frank corona nd idk if he's being funny or not,https://twitter.com/sunstingcap/status/1243499333779181568,Wed Apr 18 11:05:54 +0000 2018,sunstingcap,False,on&on,22510.0,52.0,87.0,0.0,,ヲタ,sunstingcap,24020.0,,,False
92516,1427662,,Sun Mar 29 10:08:55 +0000 2020,,,,4,1244204883554811904,,,,en,,,0.0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",this girl from my ex sports team posted a corona cosplay on instagram and honestly? the biggest cringe I've felt in a while,https://twitter.com/cognosko/status/1244204883554811904,Fri Apr 26 16:23:22 +0000 2019,cognosko,False,hi,1840.0,9.0,84.0,0.0,,cognosko,cognosko,1973.0,,,False
287962,3885423,,Fri Apr 17 07:06:23 +0000 2020,,,,0,1251044319647186945,,,,en,Botswana,,1.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",china's wuhan death toll on corona virus just shot up by 50%,https://twitter.com/Bones_Marapo/status/1251044319647186945,Thu Jun 30 11:44:48 +0000 2011,Bones_Marapo,False,I Was Born At A Very Young Age,683.0,6579.0,608.0,26.0,"Gaborone, Botswana",Sefio,Bones_Marapo,150150.0,,,False
188642,2467786,,Tue Apr 07 07:58:38 +0000 2020,corona,,,545,1247433588397584386,,,,en,,,158.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","What will Delhi Govt do if number of #corona patient reaches to 30,000?

✅ 8,000 Hospital beds

✅ 12,000 patients will be accommodated in Hotels

✅ 10,000  patients will be accommodated in banquet halls

Hotels and banquet halls will be equipped with all medical facilities.",https://twitter.com/AamAadmiParty/status/1247433588397584386,Mon Jul 23 03:03:22 +0000 2012,AamAadmiParty,False,"भ्रष्टाचार मुक्त भारत हमारी मांग नहीं हमारी जिद्द है । जय हिन्द । 

https://t.co/2sbFV0HydE",1095.0,5297432.0,283.0,1888.0,India,AAP,AamAadmiParty,109289.0,,http://www.aamaadmiparty.org,True
139234,1782618,,Fri Apr 03 03:58:29 +0000 2020,,,,0,1245923600940466183,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We have a new task for Sunday now lmao why can't out PM just tell us things like how he's gonna meet the demands of more beds, donation details, protection for health workers all that imp shit instead he's here telling us to play hide and seek with Corona",https://twitter.com/ThornToHisRose/status/1245923600940466183,Tue Feb 08 12:58:46 +0000 2011,ThornToHisRose,False,190407 BKK | 23 y/o | BTS trash | artist | 🐯🐱 / 🐿️🐥 / 🐯🐥 / 🐹🐰 / 🐱🐰 / 🐹🐿️ | Instagram: @/thorntohisrose | IN THIS BANGTAN SONYEONDAN SHT FOR LIFE 💜,31416.0,562.0,856.0,10.0,,Batty⁷ 💜,ThornToHisRose,19724.0,,http://curiouscat.me/ThornToHisRose,False
292020,3911964,,Fri Apr 17 06:45:14 +0000 2020,,,,0,1251038996672765959,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ALL THIS FAKE PROPHETS THAT PREDICTED APRIL 16 AS END OF THE WORLD HOW FAR? UNA NO SEE CORONA VIRUS NA END OF THE WORLD UNA WAN PREDICT 😣 AFTER COVID-19 THEY WILL COME OUT AGAIN.,https://twitter.com/El_cherino/status/1251038996672765959,Wed Feb 05 06:58:35 +0000 2020,El_cherino,False,IGALA MAN- GGMU- #TeamYBNL #TeamBurnaBoy #KOGI #TeamWizKid #TeamLeo #ManchesterUnited I Rep Ma Hood. Branded by the Brother Hood.,,,,,,,,,,,
109912,1641123,,Wed Apr 01 14:31:05 +0000 2020,,,,0,1245358024816046081,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Is it my child that is the only boy child that don’t like to do his work. So intelligent but hates doing school work. I’m so ready for school to reopen. But safety first so let’s get over this corona,https://twitter.com/SexyThicksaucee/status/1245358024816046081,Mon Jun 22 05:30:11 +0000 2009,SexyThicksaucee,False,cool person love to lime talk have fun and love to laugh,,,,,,,,,,,
145234,1857196,,Fri Apr 03 01:10:19 +0000 2020,,,,0,1245881280685899777,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I Philly people start takin this corona shit seriously,https://twitter.com/percdamonejr/status/1245881280685899777,Tue Jan 12 11:00:46 +0000 2016,percdamonejr,False,#AbortionSurvivor #ExHoe #Philanthropist #ChildSupportSurvivor #FounderOfNiggazNeed40Too #RetiredPornStar #Gynecologist #IttTechDropout #RunningForPresident2020,10545.0,506.0,581.0,0.0,"Philadelphia, PA",Pandemic Perc,percdamonejr,13834.0,,,False
269649,3641504,,Wed Apr 15 19:07:48 +0000 2020,,,,0,1250501092078694401,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Corona it’s time for you to go 🗣 sincerely from us 🙄🙄,https://twitter.com/keta_nicole/status/1250501092078694401,Wed Aug 11 06:08:57 +0000 2010,keta_nicole,False,10.13 ♎,278.0,204.0,522.0,0.0,Brazil,purpleroses,keta_nicole,10099.0,,http://www.amiraworld.org,False
189880,2483896,,Tue Apr 07 11:21:07 +0000 2020,,,,1,1247484545240190979,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nassim Nicholas Taleb's rule of intransigent minority applies well to Covid19. To win against it, you have to kill almost every virus. For Corona to win against us it just has to destroy about 20% of the economy.",https://twitter.com/MangoZeus/status/1247484545240190979,Wed Dec 31 04:44:59 +0000 2008,MangoZeus,False,Being aggressively stupid and proactively lazy for uh... truth? Standup comic. Google me.,44043.0,493.0,243.0,3.0,India,🎙 Piyush Maverick Tainguriya Customer Support🎙,MangoZeus,6946.0,,https://youtu.be/tg1Ln3Ih7PQ,False
108468,1641123,,Wed Apr 01 14:31:05 +0000 2020,,,,0,1245358024816046081,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Is it my child that is the only boy child that don’t like to do his work. So intelligent but hates doing school work. I’m so ready for school to reopen. But safety first so let’s get over this corona,https://twitter.com/SexyThicksaucee/status/1245358024816046081,Mon Jun 22 05:30:11 +0000 2009,SexyThicksaucee,False,cool person love to lime talk have fun and love to laugh,,,,,,,,,,,
156720,2003347,,Sat Apr 04 18:55:34 +0000 2020,,,,0,1246511747122499584,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nicki probably somewhere underground, while Cardi out here wit Corona",https://twitter.com/hebrzy/status/1246511747122499584,Wed Oct 31 13:52:58 +0000 2018,hebrzy,False,rather be honest than likeable 💭,4446.0,4154.0,176.0,5.0,,satori 👾,hebrzy,9178.0,,https://www.instagram.com/hebrazy/?hl=en,False
184176,2408195,,Mon Apr 06 22:35:20 +0000 2020,,,,73,1247291830804365312,,,,en,,,5.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I really feel for the students who's education is getting completely derailed by the corona virus. Online learning when you didn't sign up for it makes it insanely hard to focus. Some people's home life are NOT suited for schooling,https://twitter.com/big_mak321/status/1247291830804365312,Mon Jan 27 07:22:48 +0000 2014,big_mak321,False,"Future teacher and ranked SHEIK from Chicago! I stream sometimes.

https://t.co/MWWyG9rmPj",2242.0,656.0,250.0,2.0,"Chicago, IL",Mark Morgan,big_mak321,1763.0,,,False
199067,2610263,,Thu Apr 09 05:26:04 +0000 2020,MainaAndKingangi,,,0,1248119970459869184,,,,en,,,0.0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","When will this corona be combated aky,my unwashed  utensils are smelling worse than a dead rat, #MainaAndKingangi",https://twitter.com/MalmasiJnr/status/1248119970459869184,Fri Jun 17 19:29:22 +0000 2016,MalmasiJnr,False,"A self proclaimed political analyst,Entrepreneur.",44.0,36.0,33.0,0.0,,Malmasi  Jnr,MalmasiJnr,1474.0,,,False
140402,1796724,,Thu Apr 02 09:44:07 +0000 2020,,,,0,1245648195889147907,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",It took Corona virus to finally stop SRK fans from asking an announcement.,https://twitter.com/iFunkaar/status/1245648195889147907,Tue Jul 21 17:04:58 +0000 2009,iFunkaar,False,Movies.,1318.0,24.0,48.0,0.0,Ratlam ki galiyon main...,🎥,iFunkaar,2512.0,,,False
225242,2995120,,Sat Apr 11 13:38:32 +0000 2020,,,,1,1248968678596653056,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My second cousin will get married after corona and she is telling me now how i will be 75 killos till that time? Canimmm?,https://twitter.com/carobelle26/status/1248968678596653056,Thu Feb 27 12:06:38 +0000 2020,carobelle26,False,Get away from whatever is taking you away from you. 🥀 A person who loves the Moon 🌔 FINO ALLA FINE FORZA JUVENTUS ⚫️⚪️ 💚🤍❤️,6832.0,219.0,152.0,0.0,"Yerevan, Armenia",𝓒𝓱𝓮𝓯 𝓒 💛🦋✨ stayhome:),carobelle26,1748.0,,,False
211162,2782957,,Thu Apr 09 23:05:45 +0000 2020,,,,1,1248386646942175235,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Herrr like if eno bi corona anka them take wanna girls go kwahu 😜😜😂😂,https://twitter.com/famousQweku/status/1248386646942175235,Sat Feb 17 15:30:53 +0000 2018,famousQweku,False,God first ❤️🙏..In God I trust 🙏,3153.0,1338.0,3689.0,0.0,"Greater Accra, Ghana",Waty Rony🇬🇭🇺🇸🚀,famousQweku,1758.0,,,False
139559,1786244,,Fri Apr 03 03:58:17 +0000 2020,,,,0,1245923549711196160,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Corona time,https://twitter.com/kellyespino45/status/1245923549711196160,Mon Aug 04 07:24:42 +0000 2014,kellyespino45,False,all I think about is u •gothboiclique• Hell girl,5844.0,758.0,916.0,4.0,,Kelly Espino,kellyespino45,9811.0,,,False
95515,1473624,,Tue Mar 31 14:25:58 +0000 2020,,,,0,1244994351270256640,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Corona Arc: another chapter of cebong-kampret.,https://twitter.com/DragonArmstrong/status/1244994351270256640,Fri Jan 28 12:16:08 +0000 2011,DragonArmstrong,False,"Ciptaan Tuhan, dibumbui Iblis.
Teknik Unhas 2014",35.0,231.0,136.0,0.0,Makassar,Abdillah Ramadhan,DragonArmstrong,1902.0,,,False
194839,2549607,,Tue Apr 07 23:02:57 +0000 2020,,,,1,1247661166924611585,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","After Corona, I will need some people to keep the social distancing rule with me! I ain’t need no bad energy!🙄",https://twitter.com/teri_devon/status/1247661166924611585,Sun Sep 18 21:55:13 +0000 2011,teri_devon,False,|CEO DevonSteps|CEO DevonConsult|Entrepreneur|Motivational Speaker|Editor|Politician|Economist|.,22159.0,1461.0,1462.0,1.0,Ho,Ayigbe Black Jesus,teri_devon,22229.0,,http://www.devonsneakerhub.com,False
139938,1791051,,Fri Apr 03 03:10:09 +0000 2020,,,,1,1245911437303779328,,,,en,,,0.0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Remember when life was fun before corona virus came and ruined everything ? Because I remember,https://twitter.com/M_abusheika/status/1245911437303779328,Thu Sep 29 16:41:05 +0000 2011,M_abusheika,False,They call me Moe 🌹,1001.0,208.0,160.0,5.0,"Rochester, New York (USA)",Abu Sheikha,M_abusheika,4117.0,,,False
151087,1930410,,Fri Apr 03 17:12:47 +0000 2020,,,,2,1246123494347345923,,,,en,,,1.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",corona don’t you dare touch my harry and 5sos shows,https://twitter.com/wildflwrvault/status/1246123494347345923,Fri Apr 06 22:09:46 +0000 2012,wildflwrvault,False,ceo of ashton’s drum hit at 2:39 in no shame | 22 | michigan,63941.0,2382.0,654.0,64.0,band/4,katie,wildflwrvault,70809.0,,,False
53675,890612,,Wed Mar 25 04:56:59 +0000 2020,,,,8,1242676833616879618,,,,en,,,1.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",im scared the corona virus will end the world. because if no one finds a cure.. then we could all get infected and die. im scared i won’t get to experience life before the world ends 🥺,https://twitter.com/kyragflo/status/1242676833616879618,Wed Jun 06 20:38:21 +0000 2018,kyragflo,False,2 blessed 2 be stressed 👛✨,1173.0,772.0,333.0,0.0,"Michigan, USA",ky🦋,kyragflo,462.0,,https://www.instagram.com/kyra_gorenflo/,False
261673,3525752,,Wed Apr 15 12:57:59 +0000 2020,Corona_Side_Effect,,,0,1250408026982449152,,,,en,,,1.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#Corona_Side_Effect
Some will die from the corona,
Some of the hunger,
With some hatred,
From some depression,
Some will die without treatment
And some will die by debt...",https://twitter.com/boozy_me/status/1250408026982449152,Fri Jul 13 16:10:53 +0000 2012,boozy_me,False,"Don’t really care about popularity, I live in grateful reality. Based strictly on originality; Forgetting looks, I respect intelligent personality.",197.0,7366.0,136.0,13.0,Loading....,5ohail,boozy_me,60066.0,,,False
13666,269514,,Sat Mar 21 01:54:42 +0000 2020,,,,0,1241181409286533120,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I think I got corona😎😎 one of the cool kids now😍😗✌🏻,https://twitter.com/MICHAELSFALLING/status/1241181409286533120,Thu Aug 22 02:56:26 +0000 2019,MICHAELSFALLING,False,ilyyy,8831.0,389.0,371.0,1.0,2015,bitch tings㋛,MICHAELSFALLING,2121.0,,,False
93595,1444687,,Sun Mar 29 05:39:16 +0000 2020,,,,0,1244137025470640128,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Corona is defeated in Jesus name ..,https://twitter.com/FRANCISNDOLO3/status/1244137025470640128,Thu Nov 28 16:54:29 +0000 2013,FRANCISNDOLO3,False,"taking the path less taken by,to make a difference in the end@CS NDOLO",476.0,190.0,740.0,0.0,ELDORET,FRANCIS NDOLO(CS),FRANCISNDOLO3,953.0,,https://www.twitter.com,False
146696,1875157,,Fri Apr 03 09:38:34 +0000 2020,,,,0,1246009187752173570,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lol my new corona rap 🤣🤣🤣 

Rapunzel Rapunzel let down your hair, no I ain't going to do that shit corona is there, that's so rude atless share some hand wash or masks from there, I have munchies and Twitter so I dont care because all I want to do is retweet and share",https://twitter.com/KarriemYaseen/status/1246009187752173570,Mon Mar 16 07:52:04 +0000 2020,KarriemYaseen,False,what is what ? or !,122.0,9.0,70.0,0.0,,Yaseen Karriem,KarriemYaseen,118.0,,,False
218735,2897821,,Fri Apr 10 13:58:57 +0000 2020,threewordstory,,,7,1248611427801153539,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Corona, the bioweapon.

#threewordstory",https://twitter.com/iSeer_Z/status/1248611427801153539,Tue Jan 28 05:16:29 +0000 2020,iSeer_Z,False,Uncanny • Here for م and مِیمز • Blood is a motivation • Doctor • Proud Patwari,5959.0,928.0,809.0,0.0,Black hole,عین شین ق,iSeer_Z,7129.0,,,False
280446,3788107,,Fri Apr 17 00:13:26 +0000 2020,,,,15,1250940394386448385,,,,en,,,2.0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",The girl who licked the airplane toilet - did she die of corona? Or even get it? Just wondering. How about the guy who licked all the deodorant?,https://twitter.com/DanForTexas/status/1250940394386448385,Tue Apr 22 02:46:53 +0000 2014,DanForTexas,False,"2020 POTUS candidate. Don't let the hat fool you, this is a serious campaign. To say we can't live without government says sheep can't live without the farm.",5518.0,4341.0,2666.0,58.0,San Antonio,Dan Taxation Is Theft Behrman,DanForTexas,3570.0,,https://Behrman2020.com,False
4030,78561,,Fri Mar 20 01:37:06 +0000 2020,,,,3,1240814592663715849,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","im watching operas.... yes it’s gotten to that point, corona needs to take a nap",https://twitter.com/Franco11227157/status/1240814592663715849,Sun Apr 22 13:49:59 +0000 2018,Franco11227157,False,In a relationship with Jesus,53.0,37.0,68.0,0.0,,Gianfranco,Franco11227157,73.0,,,False
59310,974123,,Wed Mar 25 10:42:59 +0000 2020,,,,0,1242763907539841025,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Do Not, I repeat, Do Not, let corona patients suck your dick",https://twitter.com/zohseh/status/1242763907539841025,Sun Apr 01 08:04:13 +0000 2012,zohseh,False,Your lord and saviour,491.0,2255.0,148.0,13.0,"Cairo, Egypt",Zohseh,zohseh,18257.0,,,False
218292,2890894,,Fri Apr 10 16:37:45 +0000 2020,,,,0,1248651393365401600,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The way cyril says corona virus tho,https://twitter.com/seejeeboo/status/1248651393365401600,Thu Dec 09 20:19:57 +0000 2010,seejeeboo,False,i would rather say an unprepared speech in afrikaans than fall in love,32083.0,320.0,531.0,9.0,South Africa ✨,·,seejeeboo,31140.0,,,False
214137,2826679,,Thu Apr 09 13:28:37 +0000 2020,,,,1,1248241406440808448,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Can things open back up??? Can this corona shit get tf on??,https://twitter.com/neekmichelle/status/1248241406440808448,Sat Dec 21 00:49:09 +0000 2019,neekmichelle,False,Ig: Neekmichelle,490.0,809.0,60.0,1.0,,Neek,neekmichelle,915.0,,,False
56481,934241,,Wed Mar 25 14:26:04 +0000 2020,,,,0,1242820047741095938,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This Alison Hinds corona advert........,https://twitter.com/kirkagood/status/1242820047741095938,Wed Dec 17 16:06:33 +0000 2014,kirkagood,False,,594.0,10.0,42.0,0.0,Barbados,KirkG,kirkagood,323.0,,,False
231443,3084253,,Sat Apr 11 18:56:45 +0000 2020,,,,0,1249048758991503360,,,,en,,,0.0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","I'm with the Churches on this one.  

The Government may Request, Inform, &amp; Educate congregations, but they CAN NOT shut them down.

There is separation of Church &amp; state in this Country, &amp; if ONE MOVE  is made on Buildings of Faith , we'll fucking Corona Riot the Goverment ones.",https://twitter.com/davetrek42/status/1249048758991503360,Mon Jul 12 08:00:55 +0000 2010,davetrek42,False,"Gatekeeper of Yesterday, and Heir to the Muppet Throne",128675.0,1981.0,3274.0,47.0,"West Coast - CA, OR, WA",Paul Hicks,davetrek42,40069.0,,http://www.ac2mail.com,False
187939,2458030,,Tue Apr 07 14:38:14 +0000 2020,StayAtHome,,,1,1247534153471422468,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nigerians do not know how Corona virus reshape the city's of Italy .... If they had known they would stay indoors and also stay safe instead of coming out for gym in ikorodu 

#StayAtHome",https://twitter.com/_Padre10/status/1247534153471422468,Mon Oct 21 07:25:46 +0000 2019,_Padre10,False,"am sporty , I love football , core hard fans of @LFC ...",231.0,82.0,205.0,0.0,,having been loved go and love also .,_Padre10,2901.0,,,False
266367,3593578,,Wed Apr 15 09:18:45 +0000 2020,,,,13,1250352852448337921,,,,en,,,1.0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Cemented walls will never cover poverty and a raggedly draped Mother. Ashamed, that our leaders believe in accumulating more than needed, than spare some to feed the Hungry. The Corona carpet, has all the white collared thugs in warm hugs, while cold stomachs ache for a morsel",https://twitter.com/Vandanaa12/status/1250352852448337921,Mon Sep 11 04:09:01 +0000 2017,Vandanaa12,False,The Guide,31644.0,1427.0,842.0,2.0,"Bangalore, India",Vandanaa Srinivas,Vandanaa12,11998.0,,,False
236284,3153691,,Sun Apr 12 12:26:44 +0000 2020,,,,0,1249312999573032960,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Corona virus day 173 : REPORT
corona virus has mutated and now turns humans into zombies. The governments have fallen and everyone is on their own. I REPEAT, EVERYBODY FOR THEMSELVES  *bzz voice cracks bzz* 
CORPUS ANIMATUM ETYMOLOGY
Or as the common man says, zombie apocalypse.",https://twitter.com/EshaanBanga/status/1249312999573032960,Sun Apr 02 10:49:58 +0000 2017,EshaanBanga,False,Lets be real now,15.0,18.0,62.0,0.0,"मुंबई, भारत",Eshaan banga,EshaanBanga,52.0,,,False
